r_group	smiles	atom_num
[N@@H+][*]CC2)C1	C1CC2(CC[NH2+]1)CC[NH2+]C2	10
c1[*]cc2cc(F)ccc2o1	Fc1ccc2occc2c1	10
[C@H][*]c(C)cn2C1	Cc1cn2c([nH+]1)CCCC2	10
O[*]Cc1ccc(C[NH3+])cc1	[NH3+]Cc1ccc(CO)cc1	10
C[*](=O)O[C@@H]1CCC[C@H]1OC	CO[C@@H]1CCC[C@H]1OC=O	10
c1[*]nc2ccccc2n1C	Cn1cnc2ccccc21	10
c1[*]ccc(C(C)(C)C)cc1	CC(C)(C)c1ccccc1	10
[*]/C=N/c1cccc(C)c1C	[H]/C=N/c1cccc(C)c1C	10
c1[*]cc(C(=O)C2CC2)c[nH]1	O=C(c1cc[nH]c1)C1CC1	10
c1[*]ccc(C(N)=[NH2+])cc1O	NC(=[NH2+])c1cccc(O)c1	10
C[*](=O)c1ccccc1OC	COc1ccccc1C=O	10
c1[*]cccc([C@@H](C)OC)c1	CO[C@H](C)c1ccccc1	10
N[*]c1ccc2[nH]ncc2c1	Nc1ccc2[nH]ncc2c1	10
N[*](C)Cc1cccnc1N	CNCc1cccnc1N	10
c1[*]ccc(NC(N)=O)cc1	NC(=O)Nc1ccccc1	10
c1[*]cccc(NC(N)=O)c1	NC(=O)Nc1ccccc1	10
C[*](=O)Nc1ccccc1F	O=CNc1ccccc1F	10
[C@@H][*]c1	c1cn(C2CCCC2)c[nH+]1	10
C[*]C(=O)NCc1ccco1	CC(=O)NCc1ccco1	10
O[*]c1ccc2c(c1)CCC2	Oc1ccc2c(c1)CCC2	10
C[*]CN1CCCCCC1=O	CCN1CCCCCC1=O	10
C[*]C(=O)Nc1cc(C)n[nH]1	CC(=O)Nc1cc(C)n[nH]1	10
N[*]Cc1ccn(C)c(=O)c1	Cn1ccc(CN)cc1=O	10
c1[*]ccc(C(=O)NC)cc1	CNC(=O)c1ccccc1	10
C[*][C@@H](O)c1ccccc1C	Cc1ccccc1[C@@H](C)O	10
c1[*]cnc2ccccc2n1	c1ccc2nccnc2c1	10
[NH2+][*]CCc1cccc(F)c1	[NH3+]CCc1cccc(F)c1	10
c1[*]ccc(F)c([N+](=O)[O-])c1	O=[N+]([O-])c1ccccc1F	10
C[*]Oc1ccc(F)c(F)c1	COc1ccc(F)c(F)c1	10
C[*][N@@H+](C)CCc1cn[nH]c1	C[NH+](C)CCc1cn[nH]c1	10
c1[*]ccc(C(=O)OC)cc1	COC(=O)c1ccccc1	10
c1[*][nH]nc2c1C[N@H+](C)CC2	C[N@@H+]1CCc2n[nH]cc2C1	10
c1[*]cc2cc(C)ccc2[nH]1	Cc1ccc2[nH]ccc2c1	10
C[*][C@H](O)CN1CCCC1=O	C[C@H](O)CN1CCCC1=O	10
C[*]CC(=O)Nc1nccs1	CCC(=O)Nc1nccs1	10
[C@]1[*](O)CCc2ccccc21	O[C@H]1CCc2ccccc21	10
c1[*][nH+]c(N)nc2[nH]cnc12	Nc1nc2[nH]cnc2c[nH+]1	10
[C@H][*](C)Cc1ccc(O)cc1	CCCc1ccc(O)cc1	10
C[*](=O)NCc1ccccn1	O=CNCc1ccccn1	10
c1[*]nc2cccc(C)c2[nH]1	Cc1cccc2nc[nH]c12	10
C[*]Nc1ccc(Cl)c(F)c1	CNc1ccc(Cl)c(F)c1	10
c1[*]cn2cccc(C)c2[nH+]1	Cc1cccn2cc[nH+]c12	10
C1[*]CCC2(CC1)OCCO2	C1CCC2(CC1)OCCO2	10
O[*]c1ccccc1[N+](=O)[O-]	O=[N+]([O-])c1ccccc1O	10
